REGION,COMUNA,ZONA,SEXO,EDAD,P52_1,P52_2,P52_3,P52_4,P52_5,P52_6,P52_7,P52_8,GSE,P38,P42
13,121,1,1,18,5,4,4,3,5,5,5,6,4,2,1
13,121,1,2,29,1,1,3,3,1,1,1,3,3,2,3
13,121,1,2,19,1,1,2,2,2,1,1,1,3,1,2
13,121,1,2,25,1,1,1,1,1,1,2,2,4,2,1
13,121,1,2,16,5,5,2,2,5,4,4,5,4,1,1
13,121,1,2,21,5,5,5,6,6,6,5,5,4,2,3
13,129,1,1,15,5,5,5,1,10,5,5,1,2,1,1
13,129,1,2,18,3,3,4,4,3,5,3,3,4,2,3
13,127,1,1,23,6,6,7,6,6,5,6,6,4,2,3
13,127,1,2,24,6,6,5,6,7,6,6,5,3,2,99
13,127,1,1,15,6,5,6,6,6,5,5,5,3,1,99
13,127,1,1,27,5,4,4,5,5,4,6,6,3,2,99
13,127,1,1,16,6,6,5,5,4,5,5,4,1,1,99
13,127,1,2,18,6,6,5,6,7,6,6,8,2,2,2
13,129,1,2,26,5,5,4,5,6,6,5,5,3,2,3
13,129,1,2,29,6,6,5,6,6,7,6,6,3,2,3
13,129,1,1,25,4,4,5,5,4,5,4,4,4,2,99
13,129,1,1,15,4,3,4,5,5,4,4,5,4,1,3
13,129,1,1,18,5,4,5,6,6,5,5,4,3,2,99
13,129,1,1,25,6,6,5,6,7,6,5,5,4,2,99
13,129,1,2,24,4,4,5,5,4,3,4,5,4,2,99
13,129,1,1,18,6,6,5,6,6,5,6,6,4,1,99
13,129,1,2,18,4,3,3,4,4,3,3,4,3,2,99
13,129,1,1,25,6,6,5,6,7,6,4,4,4,2,99
13,129,1,2,17,5,6,6,7,7,6,5,6,4,1,99
13,129,1,2,16,6,6,7,5,6,6,6,7,4,1,2
13,115,1,2,22,2,2,4,5,7,7,5,1,3,99,1
13,115,1,2,15,5,5,6,5,7,7,8,8,4,1,1
13,115,1,1,15,5,4,5,5,5,5,5,5,3,1,1
13,115,1,1,27,1,1,1,1,3,1,2,1,3,2,1
13,103,1,2,26,5,5,5,4,4,5,4,4,1,2,1
13,103,1,1,19,2,1,3,2,6,6,4,2,1,2,1
13,103,1,2,19,1,1,2,3,4,4,1,1,3,2,1
13,103,1,2,26,3,3,4,5,5,4,4,1,4,2,1
13,103,1,1,21,2,1,1,1,1,3,4,2,2,2,1
13,103,1,1,23,5,5,5,5,5,5,5,3,2,2,1
13,115,1,1,24,1,1,1,1,3,2,1,1,3,2,1
13,128,1,1,19,3,4,5,3,4,5,4,4,3,2,1
13,128,1,1,23,3,4,5,4,5,5,4,5,3,2,1
13,128,1,2,24,1,3,3,1,10,5,6,10,2,2,1
13,128,1,1,23,5,5,6,6,5,5,4,4,3,2,1
13,128,1,1,16,1,1,1,1,6,1,4,1,3,1,1
13,128,1,1,18,10,6,6,10,6,6,5,5,2,1,2
13,128,1,1,26,3,3,2,2,1,3,3,3,2,2,1
13,128,1,1,25,5,5,6,6,5,5,6,8,4,2,1
13,128,1,2,17,3,3,4,3,3,3,3,3,2,1,1
13,128,1,2,26,4,4,5,5,5,6,6,5,2,2,1
13,128,1,1,29,3,3,3,2,3,3,3,2,3,2,1
13,128,1,2,26,10,6,6,7,7,10,6,7,3,2,2
13,128,1,2,25,4,5,5,6,6,7,7,6,4,2,1
13,128,1,2,15,5,6,6,5,5,5,5,5,4,1,1
13,128,1,2,29,3,4,4,2,3,4,4,5,4,2,1
13,128,1,2,28,4,4,3,4,4,5,5,5,4,2,2
13,128,1,2,21,5,5,7,7,5,5,6,6,3,2,1
13,128,1,1,15,6,5,5,4,5,5,4,8,3,1,1
13,128,1,2,17,8,7,7,6,6,8,7,7,4,1,1
13,128,1,2,23,3,3,3,3,3,3,3,3,4,2,1
13,128,1,1,25,2,2,2,2,3,3,2,3,3,2,1
13,128,1,2,25,4,4,5,5,4,4,4,5,3,2,1
13,128,1,1,25,2,2,3,2,4,4,4,4,3,2,1
13,128,1,2,24,3,3,4,3,4,4,4,4,2,2,1
13,128,1,1,24,7,7,6,6,7,7,6,8,3,2,1
13,128,1,1,18,2,2,2,2,2,2,3,2,4,1,99
13,128,1,2,24,5,3,9,2,8,7,5,10,3,2,1
13,126,1,1,17,2,3,3,2,5,4,5,3,4,1,99
13,126,1,2,25,2,2,3,2,5,2,5,2,4,2,3
13,126,1,2,27,1,3,4,1,5,2,3,2,3,2,99
13,126,1,1,24,1,1,1,1,1,1,1,1,4,2,99
13,126,1,1,21,99,3,4,1,5,3,6,5,4,2,99
13,126,1,1,22,1,1,1,1,5,1,5,5,2,2,1
13,117,1,2,25,1,1,1,1,6,1,1,5,4,2,1
13,117,1,1,27,1,1,1,1,6,1,2,6,3,2,1
13,117,1,1,28,2,1,5,1,8,6,5,3,1,2,1
13,117,1,1,16,4,4,4,4,6,6,6,7,2,1,2
13,117,1,1,17,1,1,1,1,6,7,2,2,2,2,1
13,117,1,1,21,3,3,3,3,7,6,3,3,1,2,1
13,117,1,1,29,5,5,5,5,8,7,6,1,1,2,1
13,117,1,1,19,1,1,1,1,4,1,1,1,4,2,1
13,117,1,1,24,2,2,4,2,8,7,6,2,1,2,1
13,119,1,1,25,3,3,3,2,3,2,3,1,4,2,1
13,119,1,1,15,1,1,1,1,1,1,3,3,4,1,2
13,119,1,2,17,1,1,1,1,1,1,1,1,5,1,99
13,119,1,2,23,3,3,2,2,3,1,5,4,2,2,2
13,119,1,1,19,1,1,1,1,5,3,99,99,3,1,1
13,119,1,2,16,2,2,2,2,5,2,3,2,3,1,1
13,119,1,1,18,1,2,3,2,5,2,3,2,4,1,1
13,119,1,1,15,2,3,3,1,9,6,8,3,4,1,1
13,119,1,2,26,1,1,1,1,1,1,1,1,3,2,1
13,119,1,1,19,2,2,1,1,2,1,1,1,3,1,99
13,119,1,1,26,1,1,1,1,7,2,1,1,4,2,1
13,119,1,2,21,1,1,1,1,1,1,1,1,3,2,3
13,119,1,1,19,1,4,2,2,7,5,8,10,2,1,2
13,119,1,1,27,3,3,4,3,6,7,6,4,3,2,1
13,119,1,2,15,5,4,5,3,4,4,5,4,3,2,99
13,119,1,1,15,6,6,6,6,7,8,8,7,4,1,2
13,119,1,1,17,3,5,3,5,8,3,5,4,3,1,3
13,119,1,2,16,5,3,4,3,4,2,6,6,2,1,1
13,119,1,2,23,1,1,1,1,6,1,5,1,4,2,1
13,119,1,2,20,2,2,5,4,8,5,3,4,5,2,3
13,119,1,2,21,1,1,1,1,3,2,3,1,4,2,1
13,119,1,1,15,2,4,5,3,7,8,8,8,3,1,3
13,119,1,2,20,1,1,1,1,5,1,8,2,4,2,99
13,119,1,2,29,4,5,5,2,9,6,6,5,5,2,1
13,119,1,1,18,2,1,5,1,5,8,5,9,4,1,99
13,119,1,2,23,1,1,1,1,6,1,1,5,5,2,99
13,119,1,1,18,1,7,2,1,5,1,4,1,4,2,2
13,119,1,2,15,5,2,5,1,8,10,5,5,3,1,99
13,119,1,2,21,3,2,2,1,5,3,3,3,5,2,1
13,119,1,1,25,1,1,2,3,7,5,5,5,4,2,1
13,119,1,1,15,3,3,4,3,5,3,2,1,5,1,3
13,119,1,1,23,1,1,1,1,1,1,1,1,5,2,1
13,119,1,1,21,5,5,3,5,7,10,8,4,4,2,1
13,119,1,2,21,1,3,3,1,7,2,4,4,4,2,1
13,119,1,1,19,1,5,5,1,10,1,5,7,4,2,99
13,119,1,1,21,1,3,4,1,6,3,5,5,3,2,1
5,21,1,2,27,3,5,5,3,8,5,7,5,3,2,1
5,21,1,2,22,1,1,1,1,7,3,5,2,3,2,1
5,21,1,1,15,1,1,1,1,1,1,1,1,4,1,99
5,21,1,2,18,1,4,3,3,5,5,4,3,3,1,99
5,21,1,2,22,1,1,3,1,8,4,3,1,4,2,1
5,21,1,1,18,2,5,4,3,6,9,6,5,3,2,99
5,21,1,1,22,5,7,6,5,5,5,7,10,4,2,2
5,21,1,2,17,2,4,3,2,6,6,4,5,5,1,3
5,21,1,2,26,3,4,1,1,6,4,5,1,3,2,1
5,21,1,1,22,1,2,2,1,5,1,4,1,4,2,1
5,21,1,2,15,4,4,5,5,10,5,4,5,4,1,99
5,21,1,1,16,7,5,7,7,10,7,7,7,3,1,99
13,123,1,1,18,1,1,3,1,7,1,4,1,2,2,1
13,123,1,2,20,5,6,6,4,5,5,5,5,1,2,1
13,123,1,1,22,1,1,4,3,4,3,4,3,2,2,1
13,123,1,2,28,4,3,5,4,6,3,3,3,1,2,1
13,123,1,1,19,3,3,3,3,8,3,4,3,1,2,1
13,123,1,1,24,6,6,5,6,5,6,6,5,1,2,1
5,23,1,1,20,1,2,2,4,7,5,1,1,4,2,3
5,23,1,2,20,1,1,3,1,5,4,5,3,4,2,3
5,25,1,2,29,1,4,3,1,4,2,5,3,4,2,3
5,25,1,2,18,3,4,8,5,8,8,9,7,4,1,1
5,25,1,1,20,1,1,2,1,5,3,6,2,4,2,99
5,25,1,2,27,3,2,8,1,9,3,5,4,3,2,1
5,24,1,2,22,1,3,1,3,4,5,3,1,3,2,3
5,24,1,1,28,3,4,4,2,6,5,6,4,4,2,3
5,24,1,2,24,3,3,3,2,5,5,5,2,3,2,99
5,24,1,2,22,2,4,5,1,2,7,2,1,1,2,2
5,24,1,1,17,3,3,3,3,5,5,5,6,4,1,3
7,49,1,2,20,1,1,1,1,6,6,6,1,3,2,3
7,49,1,2,22,1,1,1,1,5,1,1,1,4,2,3
7,49,1,2,17,1,1,2,1,6,6,6,1,2,1,2
7,49,1,2,23,5,4,4,1,5,5,5,6,4,2,2
7,49,1,1,27,1,2,1,1,6,4,6,1,4,2,3
7,49,1,2,25,3,3,3,3,4,5,5,5,4,2,3
7,52,1,1,20,1,1,1,1,1,1,7,7,3,2,3
7,52,1,1,18,6,6,8,5,8,5,6,5,4,1,1
7,52,1,1,18,1,1,2,5,7,2,2,1,3,2,1
7,49,1,2,25,4,1,1,1,1,6,4,4,3,2,3
7,49,1,2,21,2,2,5,2,6,5,5,3,3,2,2
7,49,1,2,27,2,2,2,2,6,5,6,6,4,2,3
7,49,1,2,17,2,4,4,1,6,5,5,5,2,1,3
7,49,1,2,18,1,1,1,1,6,4,5,1,3,2,3
7,49,1,1,22,2,1,1,1,5,5,5,5,3,2,3
7,50,1,2,29,1,1,1,1,1,1,1,1,2,2,99
7,50,1,1,16,1,7,1,1,7,1,1,1,4,1,1
7,50,1,1,24,1,1,1,1,1,1,1,1,4,2,1
7,50,1,1,26,1,1,1,1,1,1,1,1,4,2,1
7,49,1,1,22,3,2,2,1,8,5,5,3,3,2,2
7,49,1,1,29,1,1,2,1,6,6,2,2,2,2,1
7,49,1,1,26,1,1,1,1,1,1,5,1,2,2,3
7,49,1,1,16,1,1,1,1,6,6,6,6,4,1,3
7,52,1,2,24,5,3,3,2,3,2,3,3,3,2,1
7,52,1,1,15,4,4,3,1,1,3,3,3,4,1,1
7,52,1,1,15,5,4,4,5,5,5,5,5,3,1,99
7,52,1,2,18,3,3,1,1,3,3,2,3,4,2,1
7,52,1,1,19,3,3,2,3,5,2,2,2,2,2,99
7,52,1,1,22,4,5,4,4,3,4,4,4,2,2,1
13,118,1,1,15,1,1,1,1,10,1,1,1,4,1,3
13,118,1,2,18,1,2,2,2,5,4,8,2,3,2,99
13,118,1,2,15,2,1,2,1,5,7,7,2,4,1,2
13,118,1,2,23,2,1,2,1,6,3,5,2,3,2,99
13,118,1,1,20,2,4,7,4,8,5,7,7,2,2,1
13,118,1,2,15,1,1,10,1,10,10,10,1,3,1,1
13,118,1,2,18,1,1,2,1,5,4,4,2,4,1,99
13,118,1,1,24,1,1,1,1,3,4,2,1,5,2,2
13,118,1,2,26,3,3,3,3,3,3,5,5,2,2,99
13,118,1,2,29,1,2,4,3,7,6,5,1,3,2,2
13,118,1,1,22,1,2,3,1,5,4,4,5,3,2,2
13,118,1,2,20,2,3,1,1,2,2,4,2,4,2,3
13,125,1,2,28,1,1,1,1,5,5,4,3,3,2,3
13,125,1,2,25,1,5,3,1,1,5,5,1,4,2,3
13,125,1,1,18,3,4,4,3,5,3,5,3,4,1,1
13,125,1,2,27,2,6,4,3,7,5,4,6,3,2,1
13,125,1,2,16,1,1,1,1,1,1,1,1,4,1,99
13,125,1,1,21,1,1,3,2,3,3,4,2,3,2,2
13,125,1,1,23,1,1,1,1,1,4,8,1,3,2,1
13,125,1,2,16,1,1,4,1,10,6,1,5,4,1,99
13,125,1,1,15,2,4,5,1,6,6,8,5,4,2,99
13,125,1,2,25,1,2,3,1,7,5,2,4,4,2,99
13,125,1,1,25,5,1,2,2,5,4,4,5,4,2,1
13,125,1,2,29,2,4,5,3,8,4,8,4,3,2,1
13,122,1,1,18,3,2,3,3,3,3,2,3,3,2,99
13,122,1,2,25,5,6,5,5,5,5,5,5,3,2,1
13,122,1,1,21,5,6,5,5,6,6,6,5,3,2,99
13,122,1,1,16,5,5,4,5,5,5,5,4,3,1,99
13,122,1,2,23,5,6,6,2,4,5,3,4,2,2,1
13,122,1,2,23,5,8,5,5,5,5,6,5,3,2,99
13,99,1,2,29,6,5,6,6,5,6,6,5,3,2,3
13,99,1,2,17,6,5,6,6,5,5,5,6,3,1,3
13,99,1,1,23,5,4,3,3,4,3,3,3,2,2,3
13,99,1,1,18,6,5,6,6,7,7,5,6,2,1,3
13,99,1,1,26,5,6,5,6,6,5,6,7,3,2,99
13,104,1,1,28,6,4,4,4,6,6,6,4,4,2,2
13,104,1,1,16,6,5,6,6,5,4,3,3,4,1,3
13,104,1,2,21,5,4,3,3,4,3,4,3,4,2,99
13,104,1,2,15,5,6,6,5,6,6,4,4,4,1,3
13,104,1,1,17,2,2,2,2,2,2,2,2,3,1,99
13,104,1,2,21,4,5,4,4,5,6,6,4,3,1,2
13,104,1,1,21,3,3,4,2,2,1,2,2,3,2,3
13,104,1,2,18,5,6,6,5,6,7,6,6,3,1,2
13,104,1,2,16,5,4,3,3,4,3,3,4,2,1,99
13,104,1,2,17,5,6,6,5,6,6,5,4,2,1,2
13,104,1,2,23,5,6,4,6,5,5,5,6,3,2,99
13,104,1,2,18,6,4,4,2,5,4,4,5,1,2,1
13,104,1,1,28,5,4,3,4,5,5,4,3,4,2,99
13,104,1,2,25,5,4,5,5,4,5,5,4,4,2,99
13,104,1,1,17,4,3,3,2,4,5,6,7,3,1,99
13,104,1,1,18,6,4,5,5,6,4,4,6,3,2,3
13,104,1,1,15,6,6,5,5,6,6,6,5,2,1,3
13,104,1,1,18,4,4,6,4,6,4,6,3,4,2,99
13,104,1,1,17,2,2,3,2,6,2,4,4,4,1,99
13,104,1,2,17,5,5,6,2,2,6,6,4,4,1,99
13,104,1,2,19,4,4,2,3,4,2,5,5,4,2,3
13,104,1,2,28,6,4,3,3,4,5,5,4,3,2,3
13,104,1,2,27,5,4,3,3,4,3,3,4,4,2,3
13,104,1,2,25,6,5,6,6,5,5,5,4,4,2,2
13,99,1,1,15,5,6,6,5,6,6,5,6,3,1,3
8,58,1,2,15,8,7,6,5,9,9,10,8,3,1,3
8,58,1,2,28,5,5,5,5,9,9,9,5,4,2,99
8,58,1,2,15,1,2,3,4,4,3,4,5,3,1,99
8,58,1,2,15,1,2,3,4,4,3,4,5,4,1,99
8,58,1,2,15,4,4,5,4,5,4,5,5,3,1,3
8,58,1,1,20,4,4,5,4,9,9,10,8,3,2,3
8,58,1,2,16,3,3,4,4,5,4,5,6,4,1,99
8,58,1,2,17,3,3,4,4,5,4,5,6,3,1,3
8,58,1,2,17,3,4,6,3,7,9,10,6,3,1,99
8,58,1,1,19,3,4,4,5,6,6,10,9,3,2,99
8,58,1,2,28,4,5,5,3,8,7,10,6,4,2,99
8,58,1,1,15,5,6,7,6,8,9,10,9,2,1,3
8,58,1,2,15,5,6,7,5,5,6,7,10,4,1,3
8,58,1,1,17,1,2,3,4,4,3,4,5,3,1,99
8,58,1,1,16,3,4,6,3,7,9,10,7,2,1,99
8,58,1,1,16,4,5,5,6,5,9,10,9,3,1,3
8,63,1,1,29,8,7,10,1,5,6,8,4,2,2,3
8,63,1,2,25,3,4,7,2,8,4,4,5,2,2,1
8,63,1,2,17,1,1,1,1,10,1,10,1,4,2,1
8,63,1,1,15,4,6,7,2,8,9,8,6,4,1,2
8,63,1,1,17,1,1,1,1,3,1,1,1,4,1,1
8,63,1,1,21,2,3,4,1,4,4,1,1,2,2,1
8,63,1,1,15,6,9,8,4,9,9,8,5,2,1,2
8,63,1,1,28,1,3,3,1,8,5,5,1,2,2,1
8,63,1,2,20,1,1,1,1,2,2,2,1,4,2,1
8,63,1,1,25,4,4,6,4,5,4,1,4,3,2,1
8,63,1,1,17,7,7,8,8,10,9,9,8,4,2,1
8,63,1,2,25,1,2,3,1,3,4,3,5,2,2,1
8,58,1,1,16,4,5,5,6,8,9,10,8,2,1,3
8,58,1,1,22,4,5,5,4,6,4,4,5,3,2,2
8,58,1,2,17,2,2,4,4,5,2,5,5,3,1,3
8,58,1,2,19,3,3,4,5,9,8,10,9,3,2,99
8,58,1,2,29,2,2,3,4,4,4,3,4,4,2,3
8,58,1,2,15,99,99,99,99,10,99,4,99,4,1,99
15,139,1,2,24,1,1,1,1,9,5,6,6,3,2,3
15,139,1,1,21,1,1,1,1,1,1,1,1,4,2,99
15,139,1,2,22,1,1,6,1,5,3,4,4,4,2,99
15,139,1,1,20,1,1,1,1,5,2,5,4,4,2,3
15,139,1,1,19,3,3,4,4,3,5,7,9,3,2,1
15,139,1,2,29,4,5,4,3,6,6,8,7,4,2,1
15,139,1,1,15,5,5,5,5,10,10,10,10,5,1,99
15,139,1,2,21,1,1,1,1,1,1,1,1,5,2,1
15,139,1,2,24,2,4,4,2,5,3,7,3,5,2,99
15,139,1,2,20,4,4,4,4,4,7,4,4,4,2,2
15,139,1,1,19,5,5,7,5,6,6,5,6,5,1,99
15,139,1,1,20,4,4,5,1,5,7,10,4,5,2,2
15,139,1,2,27,3,2,1,1,5,4,5,1,1,2,1
15,139,1,2,20,99,99,99,99,9,10,10,10,3,2,1
15,139,1,2,28,5,3,4,3,7,8,3,5,3,2,3
15,139,1,1,16,5,4,2,5,8,9,7,8,1,1,2
15,139,1,1,18,2,5,3,3,7,5,6,5,4,1,3
15,139,1,2,27,1,1,1,1,3,3,4,3,2,2,1
15,139,1,1,27,1,1,2,1,1,7,7,1,3,2,1
15,139,1,1,15,5,5,5,5,7,7,5,5,4,1,99
8,66,1,1,19,5,4,6,5,5,7,4,5,2,2,2
8,66,1,1,16,4,5,5,5,4,6,5,5,3,1,3
8,66,1,2,15,4,3,4,3,6,3,5,4,3,1,99
8,66,1,2,24,5,6,7,6,7,6,6,5,4,2,3
8,66,1,2,24,5,6,7,5,6,6,7,5,3,2,3
8,66,1,1,22,4,5,5,4,6,4,4,5,3,2,2
13,118,1,2,26,2,1,2,2,2,1,1,2,2,2,1
13,118,1,2,20,6,3,4,4,3,4,4,3,2,2,1
13,118,1,2,23,1,2,3,3,3,4,4,3,4,2,99
13,118,1,2,23,1,3,4,4,5,5,4,4,3,2,2
13,118,1,2,25,1,3,3,1,1,1,2,1,2,2,1
13,118,1,1,25,1,2,3,4,4,2,2,4,2,2,1
13,109,1,1,21,4,5,3,4,4,2,2,2,3,2,1
13,109,1,2,21,5,3,4,5,4,6,4,1,4,2,1
13,109,1,2,29,6,5,7,6,4,5,6,6,3,2,1
13,109,1,2,19,6,5,7,6,4,5,6,6,3,2,1
13,109,1,2,20,6,5,7,6,4,5,5,5,4,2,1
13,109,1,1,15,5,5,5,5,8,5,5,5,2,1,1
11,90,1,2,17,3,5,5,3,5,5,3,7,4,1,1
11,90,1,2,15,99,1,1,1,10,1,10,10,4,1,1
11,90,1,2,16,3,2,4,2,3,2,3,2,3,1,3
11,90,1,2,21,1,1,1,1,3,1,4,1,4,2,99
11,90,1,2,16,5,5,4,4,5,5,4,6,4,1,99
11,90,1,1,16,4,6,8,4,9,6,6,4,4,1,1
11,90,1,2,15,5,5,5,5,7,7,5,1,2,1,99
11,90,1,2,17,4,3,4,2,3,3,4,1,2,1,1
11,90,1,2,20,3,3,2,3,7,4,7,6,3,1,1
11,90,1,1,15,1,1,1,1,10,1,7,3,1,1,1
11,90,1,2,16,3,3,3,3,7,6,6,5,3,1,1
11,90,1,2,18,2,2,3,1,5,3,1,1,1,1,3
11,90,1,1,15,4,4,5,5,5,5,5,4,4,1,99
11,90,1,2,22,9,5,8,5,10,9,10,2,3,2,99
11,90,1,2,16,1,1,5,7,10,5,7,10,2,1,2
11,90,1,2,18,5,6,7,2,7,8,5,7,2,2,99
11,90,1,2,17,1,1,1,1,6,2,3,1,4,1,99
8,63,1,2,29,2,3,4,3,7,6,10,3,3,2,2
8,63,1,2,27,2,2,4,3,4,3,5,2,4,2,1
8,63,1,2,28,2,2,4,4,7,3,4,5,2,2,2
8,63,1,2,18,1,1,1,1,5,1,1,1,2,2,99
8,63,1,1,18,1,1,1,1,10,1,10,1,2,2,99
8,63,1,2,15,2,5,7,3,2,5,2,7,4,1,2
11,90,1,2,27,3,2,4,1,8,5,5,3,2,2,1
11,90,1,2,23,1,1,3,1,4,1,3,1,5,2,1
11,90,1,1,20,1,1,3,1,5,1,1,5,4,2,3
11,90,1,2,25,2,1,5,5,10,7,7,2,2,2,2
11,90,1,2,16,5,6,6,5,5,5,6,7,4,1,2
8,63,1,2,20,4,3,3,2,5,4,5,6,4,2,3
8,63,1,1,21,1,1,1,1,4,4,4,2,4,2,3
8,63,1,2,17,3,3,3,3,8,5,5,8,3,1,99
8,63,1,1,19,1,1,1,1,4,1,4,5,4,2,3
8,63,1,2,24,7,6,6,5,6,5,5,5,3,2,1
8,63,1,2,24,1,1,1,1,4,4,4,1,3,2,99
8,63,1,2,25,1,1,1,1,5,1,4,4,4,2,3
8,63,1,2,16,3,3,3,3,7,6,7,7,4,1,1
8,63,1,1,22,1,2,2,1,7,5,7,9,4,2,3
8,63,1,2,22,1,1,1,1,4,1,4,1,5,2,99
8,63,1,1,18,4,4,4,4,8,7,4,8,3,1,1
8,63,1,2,18,2,2,3,1,3,2,2,3,3,2,1
8,63,1,1,22,1,1,1,1,1,2,1,1,3,2,3
8,63,1,1,24,2,5,6,2,5,5,6,1,3,2,1
8,63,1,2,21,1,1,1,1,3,1,2,3,4,2,2
8,63,1,2,29,1,1,1,1,5,2,10,1,2,2,1
8,63,1,2,19,5,7,7,5,6,7,7,5,2,2,1
8,63,1,2,27,1,1,1,1,4,2,3,2,4,2,99
8,61,1,1,17,1,1,5,1,8,1,1,8,3,1,1
8,61,1,2,20,1,1,1,1,3,1,1,3,3,2,2
8,61,1,2,22,4,4,4,4,6,5,5,6,5,1,99
8,61,1,1,25,1,4,5,4,6,6,4,6,4,2,1
8,61,1,2,28,3,3,4,3,3,3,7,5,4,2,2
8,61,1,2,15,99,99,99,99,99,99,99,99,4,1,99
8,61,1,1,28,1,1,1,2,2,1,2,2,3,2,99
8,61,1,2,28,1,1,1,1,5,1,1,1,3,2,99
8,61,1,2,15,4,6,7,4,8,5,7,9,3,1,99
8,61,1,1,28,1,1,1,1,1,1,1,2,3,2,3
8,61,1,2,17,2,2,2,2,3,2,2,3,3,2,1
8,61,1,1,27,2,4,4,3,8,4,7,6,3,2,1
8,61,1,2,25,1,1,1,1,6,1,4,4,1,2,3
8,61,1,1,24,1,1,1,1,4,2,4,5,3,2,3
8,61,1,1,17,2,2,2,2,7,2,5,5,4,1,2
8,61,1,2,15,1,1,1,1,5,1,4,7,5,1,1
8,61,1,2,22,1,1,3,4,5,1,3,5,3,2,3
8,61,1,2,24,1,1,2,1,5,1,3,5,4,2,3
13,109,1,1,15,4,5,5,4,5,4,5,4,2,1,2
13,109,1,1,20,1,4,4,2,6,5,7,7,3,1,3
13,109,1,2,20,4,6,5,4,6,6,7,3,2,2,1
13,109,1,1,19,2,3,4,4,6,3,7,2,2,2,1
13,109,1,2,25,5,5,5,4,5,5,6,5,2,2,3
4,13,1,2,27,1,1,1,1,6,1,1,1,4,1,3
8,61,1,1,24,4,5,4,4,7,7,7,7,4,2,1
8,61,1,2,15,1,1,1,1,10,1,10,5,4,1,99
8,61,1,2,18,1,1,2,2,8,8,7,8,2,1,1
8,61,1,1,16,2,2,4,3,3,3,3,7,2,99,3
8,61,1,2,19,1,2,2,1,3,3,3,5,2,2,99
8,61,1,1,18,4,4,4,4,4,4,5,5,2,1,1
8,61,1,1,21,5,5,5,5,5,5,5,5,4,2,99
8,61,1,1,16,1,1,1,1,1,1,1,1,4,1,99
8,61,1,2,25,1,1,4,1,4,4,4,4,3,2,1
8,61,1,2,21,1,1,1,1,1,1,1,1,5,2,99
8,61,1,1,21,1,1,2,1,5,2,7,3,4,2,99
8,61,1,2,16,99,99,99,99,99,99,99,99,4,1,2
8,61,1,2,24,2,2,2,2,7,2,4,1,4,2,99
8,61,1,2,17,99,5,4,4,6,6,6,8,4,1,99
8,61,1,1,26,1,1,1,1,1,1,1,1,4,2,99
8,61,1,1,20,1,2,2,1,5,7,3,2,4,2,99
8,61,1,2,20,5,5,5,5,5,5,6,7,4,2,2
8,61,1,2,16,3,3,4,4,3,3,4,5,4,1,99
13,118,1,2,18,1,1,1,1,5,1,1,1,3,1,1
13,118,1,1,24,5,5,6,5,7,5,5,5,3,2,3
13,118,1,1,20,6,5,5,6,8,5,5,5,2,2,99
13,118,1,2,21,3,4,3,3,5,4,4,3,2,2,99
13,118,1,2,18,3,4,4,3,5,4,4,4,3,2,99
13,118,1,2,22,5,5,5,5,6,5,4,5,3,2,99
11,90,1,2,21,2,4,5,2,6,6,6,9,4,2,3
11,90,1,1,28,1,1,1,1,8,1,6,1,4,2,3
11,90,1,2,17,3,3,3,3,10,10,8,6,3,2,3
11,90,1,2,23,1,1,1,1,8,5,5,8,3,2,3
11,90,1,1,17,7,8,7,6,8,8,8,9,3,1,3
11,90,1,1,21,1,2,2,3,4,5,5,3,5,2,3
11,90,1,2,21,5,5,4,4,6,5,6,6,3,2,3
11,90,1,2,17,1,2,3,2,3,3,4,4,3,1,99
11,90,1,1,21,3,3,3,3,6,4,5,5,3,2,1
11,90,1,1,15,2,2,2,2,2,2,3,7,3,1,3
11,90,1,2,17,6,6,8,5,5,5,5,7,1,1,1
11,90,1,1,15,4,4,4,3,5,4,3,4,2,1,99
11,90,1,2,26,1,1,2,1,3,1,7,1,4,2,3
11,90,1,2,20,1,1,2,1,4,1,5,1,5,2,3
11,90,1,2,18,1,1,1,2,2,2,5,1,4,2,1
11,90,1,1,25,99,6,5,3,6,5,5,3,2,2,3
11,90,1,1,28,1,4,1,1,3,1,4,1,4,2,1
11,90,1,2,27,2,2,2,2,10,3,4,4,3,2,3
11,90,1,2,23,1,1,1,1,6,5,6,1,3,2,2
11,90,1,1,18,1,1,1,1,1,1,5,1,3,1,99
11,90,1,1,29,2,2,3,1,4,5,4,2,3,2,3
11,90,1,1,25,3,2,4,1,5,2,3,2,3,2,3
11,90,1,1,17,8,6,7,5,6,6,7,7,3,1,2
11,90,1,2,20,1,1,4,2,8,4,5,5,4,2,99
11,90,1,2,25,2,4,6,5,7,3,6,1,4,2,1
11,90,1,1,23,1,3,1,1,5,4,7,1,4,2,1
11,90,1,1,16,8,8,8,7,10,8,7,8,3,1,1
11,90,1,2,19,5,5,5,4,7,6,9,4,3,2,3
11,90,1,1,25,99,99,99,99,99,99,1,1,5,2,1
11,90,1,2,18,1,1,1,1,1,1,7,1,4,2,1
13,123,1,2,16,1,1,1,1,3,1,4,5,2,1,1
13,123,1,1,16,3,3,3,3,6,3,3,3,4,1,1
13,123,1,1,16,5,5,5,5,4,5,6,5,4,2,99
13,123,1,2,16,1,1,2,2,2,2,5,2,4,2,1
13,123,1,2,15,1,1,1,1,3,1,2,2,3,1,1
13,123,1,2,27,1,1,1,1,4,1,4,3,4,2,3
